S. cerevisiae cytoplasmically-enriched lysate RNA
Genes included in this table either have 1 or more poly(A) tags, or have RPF RPKM > 0 and RNA RPM > 10.0 for samples with mRNA-Seq and ribosome profiling data
Transcript ID	Gene name	Poly(A) tags	Mean TL	Median TL	10th %ile, TL	25th %ile, TL	75th %ile, TL	90th %ile, TL	mRNA RPKM	RPF RPKM	log2(TE)
YJR061W	YJR061W	17	26.5	28.5	4.5	10.7	36.2	46.4	12.55	3.26	-1.94474349461
YLR115W	YLR115W	62	24.8	16.8	5.6	10.2	40.3	53.5	32.99	15.48	-1.09162330642
YNL288W	YNL288W	39	30.5	26.5	5.1	11.4	47.3	58.5	46.97	42.51	-0.143937334619
YLR179C	YLR179C	1081	37.8	36.6	15.1	24.8	49.1	62.7	424.99	633.06	0.574913346433
YGL014W	YGL014W	2	37.1	37.1	NA	NA	NA	NA	92.89	39.78	-1.22348001659
YOR301W	YOR301W	1	38.1	38.1	NA	NA	NA	NA	90.41	35.98	-1.32928716738
YHR182W	YHR182W	1	12.6	12.6	NA	NA	NA	NA	18.58	6.39	-1.53986266544
YHR131C	YHR131C	31	20.4	11.1	2.2	7.8	32.4	46.0	25.27	6.33	-1.99714825952
YML069W	YML069W	244	24.8	20.2	7.2	12.5	33.1	48.7	112.78	167.77	0.572973513479
YLL035W	YLL035W	64	30.7	29.8	7.9	12.8	45.4	56.6	26.94	14.83	-0.861231253008
YOR245C	YOR245C	0	NA	NA	NA	NA	NA	NA	31.04	20.97	-0.565801696091
YER007W	YER007W	24	42.5	47.6	10.6	28.5	57.1	64.5	9.1	7.24	-0.329876848003
YOR141C	YOR141C	96	25.5	19.3	8.4	11.9	33.8	51.3	44.96	36.67	-0.294041769509
YER027C	YER027C	176	30.9	28.7	9.7	16.0	43.9	56.3	66.17	101.11	0.611676505323
YER167W	YER167W	3	9.6	7.0	NA	NA	NA	NA	32.22	13.94	-1.20872593284
YDL013W	YDL013W	78	28.9	25.8	5.3	12.7	45.3	58.0	27.59	14.66	-0.912260353219
YBL106C	YBL106C	2	19.5	19.5	NA	NA	NA	NA	21.34	7.37	-1.53382365173
YMR104C	YMR104C	0	NA	NA	NA	NA	NA	NA	14.5	7.75	-0.903784684741
YGL169W	YGL169W	15	31.7	27.9	17.2	20.1	44.2	52.0	36.83	27.7	-0.410995420963
YER107C	YER107C	158	30.7	28.1	12.3	18.3	40.6	55.0	65.92	66.19	0.00589702828527
YNR044W	YNR044W	0	NA	NA	NA	NA	NA	NA	28.45	39.36	0.468301568145
YDL195W	YDL195W	548	26.4	24.3	7.4	12.4	37.3	50.2	206.14	172.77	-0.254771748879
YBR038W	YBR038W	220	30.4	29.3	6.4	14.4	42.7	58.1	65.24	51.96	-0.328355351264
YLR219W	YLR219W	0	NA	NA	NA	NA	NA	NA	37.66	25.95	-0.537298461369
YDR117C	YDR117C	86	26.5	20.6	10.9	12.8	38.7	53.5	48.18	46.09	-0.0639806259018
YLR120C	YLR120C	176	34.0	31.7	11.9	18.2	47.3	63.2	61.24	58.18	-0.0739509863995
YOR196C	YOR196C	83	32.5	31.0	9.0	17.1	48.7	54.2	46.45	34.14	-0.444215538242
YBL052C	YBL052C	70	30.1	25.9	7.7	13.6	43.4	55.4	34.96	5.28	-2.72709535014
YLR438C-A	YLR438C-A	234	18.7	15.9	5.0	9.0	26.4	38.6	80.82	317.91	1.97583414117
YBR060C	YBR060C	11	35.5	33.6	9.9	18.9	44.5	62.0	36.98	18.13	-1.02836629966
YNL103W	YNL103W	66	21.5	17.4	6.6	9.6	30.4	43.5	43.56	26.03	-0.742828642313
YPL202C	YPL202C	41	31.9	28.8	8.7	18.9	46.2	62.5	30.4	26.29	-0.209557181713
YEL047C	YEL047C	220	35.1	33.9	12.9	21.5	46.6	58.5	144.19	154.78	0.102247951822
YLR285W	YLR285W	65	29.3	26.8	8.2	14.2	47.2	51.7	103.27	116.11	0.169071018742
YPR036W	YPR036W	1147	31.8	29.8	11.0	18.9	42.8	56.1	415.59	462.67	0.154822615825
YML053C	YML053C	135	31.1	24.2	9.7	14.0	46.3	59.5	33.64	47.21	0.488914777349
YNL317W	YNL317W	40	23.8	19.3	6.7	9.5	31.8	48.7	28.19	21.47	-0.392861286712
YCR087C-A	YCR087C-A	438	30.7	27.4	7.2	14.3	43.5	58.5	97.84	155.9	0.672124619058
YOR208W	YOR208W	31	28.4	23.9	9.2	13.5	32.2	64.8	15.89	3.5	-2.18269229752
YMR274C	YMR274C	71	34.7	31.5	12.4	21.6	44.5	67.0	17.53	15.01	-0.223902019139
YDL055C	YDL055C	3546	21.4	18.7	6.1	11.4	29.0	41.3	1666.28	2282.71	0.454116738283
YDR177W	YDR177W	331	26.6	23.1	8.5	14.5	36.9	48.7	136.4	258.73	0.92360370128
YNL313C	YNL313C	223	27.1	20.5	5.1	8.7	42.1	56.4	71.96	48.57	-0.567129700228
YML072C	YML072C	0	NA	NA	NA	NA	NA	NA	277.72	145.68	-0.930828249124
YHR052W	YHR052W	172	27.9	21.7	7.7	14.4	38.7	58.0	128.06	171.25	0.419284072997
YDR142C	YDR142C	23	32.9	31.0	7.1	19.8	43.5	62.3	16.49	10.9	-0.597263263773
YKR026C	YKR026C	0	NA	NA	NA	NA	NA	NA	85.06	97.65	0.199139189148
YFL044C	YFL044C	71	26.2	25.1	8.2	15.5	33.7	42.0	49.63	52.18	0.0722844895203
YJR043C	YJR043C	78	33.5	30.5	11.4	17.8	48.5	57.6	30.58	29.16	-0.0685976870339
YPL263C	YPL263C	132	33.6	30.1	12.2	17.3	42.4	56.9	94.85	76.21	-0.315667458282
YJR012C	YJR012C	1	1.3	1.3	NA	NA	NA	NA	21.75	14.76	-0.559322679563
YJL130C	YJL130C	778	24.1	21.5	6.0	10.6	34.6	46.7	443.39	335.92	-0.400458539452
YJL078C	YJL078C	0	NA	NA	NA	NA	NA	NA	61.48	81.74	0.41092507833
YKL060C	YKL060C	28074	19.4	17.2	5.5	9.9	26.6	36.4	13355.2	17698.1	0.406192905298
YBL085W	YBL085W	105	19.3	13.4	5.3	7.8	26.5	45.3	47.52	27.43	-0.792780213952
YKL173W	YKL173W	1	-0.8	-0.8	NA	NA	NA	NA	35.83	21.22	-0.755743387296
YGR212W	YGR212W	0	NA	NA	NA	NA	NA	NA	10.9	5.62	-0.955686099443
YGR200C	YGR200C	56	23.2	19.9	5.9	13.1	31.5	46.2	101.75	81.37	-0.322459898681
YBR056W	YBR056W	104	24.7	20.8	7.6	12.7	33.8	47.5	66.09	54.41	-0.280560167362
YLR383W	YLR383W	1	32.7	32.7	NA	NA	NA	NA	27.52	8.75	-1.65312554798
YDL177C	YDL177C	0	NA	NA	NA	NA	NA	NA	23.74	13.76	-0.78683946494
YIL127C	YIL127C	87	29.2	23.1	7.8	13.5	42.2	59.2	55.62	88.3	0.666809693189
YDR082W	YDR082W	0	NA	NA	NA	NA	NA	NA	16.08	1.32	-3.60665757182
YGR214W	YGR214W	3345	21.2	18.6	6.4	10.7	28.7	39.2	2246.23	3071.42	0.4514001482
YLR067C	YLR067C	35	18.6	10.2	4.4	6.8	25.0	49.1	20.06	4.8	-2.063215295
YDR348C	YDR348C	0	NA	NA	NA	NA	NA	NA	53.73	60.8	0.178343485624
YKL182W	YKL182W	1747	24.0	19.7	5.5	10.4	34.7	48.4	961.51	652.49	-0.559346070871
YHR064C	YHR064C	1829	18.9	15.8	5.4	9.3	25.8	36.6	840.24	987.23	0.23258476825
YDR469W	YDR469W	1	4.4	4.4	NA	NA	NA	NA	54.52	43.9	-0.312564622382
YMR079W	YMR079W	170	32.5	32.0	10.0	19.2	44.8	56.0	320.56	420.52	0.391580002043
YDR333C	YDR333C	140	35.5	33.9	7.9	16.4	51.0	66.2	47.39	32.35	-0.550816948753
YKL018C-A	YKL018C-A	2	-3.6	-3.6	NA	NA	NA	NA	NA	NA	NA
YKL051W	YKL051W	0	NA	NA	NA	NA	NA	NA	12.74	8.76	-0.540362502655
YMR013C	YMR013C	86	27.1	19.2	7.4	10.9	39.1	56.0	25.53	10.59	-1.26949094841
YPL167C	YPL167C	0	NA	NA	NA	NA	NA	NA	10.91	0.59	-4.20879233696
YLR223C	YLR223C	68	25.1	19.8	10.2	13.5	33.2	49.9	36.81	21.88	-0.750485011592
YJL178C	YJL178C	256	23.3	19.1	7.7	12.5	32.5	46.3	113.4	133.85	0.239196498699
YMR268C	YMR268C	15	41.9	40.0	11.1	16.3	67.1	69.8	16.16	10.57	-0.612451821369
YLR363C	YLR363C	49	37.4	37.6	14.5	22.7	51.0	60.5	49.86	49.55	-0.00899782541765
YGR049W	YGR049W	118	30.8	24.0	8.4	13.4	42.6	67.8	38.02	56.63	0.574807997839
YNR026C	YNR026C	104	35.5	34.2	9.7	16.6	46.3	64.0	47.69	55.33	0.214375141048
YNR046W	YNR046W	0	NA	NA	NA	NA	NA	NA	125.87	240.79	0.93584100783
YMR097C	YMR097C	28	29.3	26.2	12.0	17.6	38.1	53.6	28.84	16.06	-0.844599271724
YNL328C	YNL328C	4	25.7	23.3	NA	NA	NA	NA	NA	NA	NA
YJL014W	YJL014W	1	27.9	27.9	NA	NA	NA	NA	219.86	254.94	0.213572596637
YDR219C	YDR219C	0	NA	NA	NA	NA	NA	NA	31.92	23.55	-0.438733591722
YDR179C	YDR179C	46	28.3	23.6	10.9	14.6	33.8	57.0	29.06	21.22	-0.453610046718
YPL218W	YPL218W	686	21.5	18.1	6.7	10.9	29.5	39.2	540.56	670.76	0.311341897778
YLR431C	YLR431C	10	28.5	31.2	7.2	17.6	37.0	42.6	10.86	4.89	-1.15111773285
YKR046C	YKR046C	6	25.7	22.5	NA	NA	NA	NA	40.78	38.01	-0.101482750155
YGR204W	YGR204W	1215	27.4	24.4	8.8	14.9	38.8	49.6	343.32	358.65	0.0630227272758
YJR005W	YJR005W	98	22.8	17.1	6.6	10.2	33.1	47.7	45.68	24.07	-0.924326508888
YGR217W	YGR217W	1	41.5	41.5	NA	NA	NA	NA	26.14	6.92	-1.91741519816
YNL072W	YNL072W	84	33.2	28.6	9.4	15.7	49.7	58.7	34.32	31.16	-0.139354319438
YBL098W	YBL098W	60	26.3	25.3	7.7	14.9	38.3	47.5	34.01	30.94	-0.136485809259
YJL116C	YJL116C	4	12.6	13.3	NA	NA	NA	NA	NA	NA	NA
YGR216C	YGR216C	11	32.4	30.7	20.1	21.8	42.0	54.5	26.08	10.11	-1.36716087233
YOR174W	YOR174W	49	25.9	25.2	7.6	15.6	33.9	42.2	32.88	21.77	-0.594868891493
YER030W	YER030W	211	22.5	20.6	6.7	11.9	31.7	42.5	163.72	329.55	1.00926679859
YFL002C	YFL002C	72	22.6	17.2	4.8	7.8	32.6	50.0	44.76	32.0	-0.484138131202
YDR155C	YDR155C	7356	23.0	20.3	7.3	12.4	31.0	42.8	3262.31	5951.42	0.867340054179
YPR149W	YPR149W	1942	30.5	29.4	7.2	15.7	44.1	55.7	671.14	1013.65	0.59487394518
YIR026C	YIR026C	108	31.9	30.3	10.8	18.8	40.1	57.4	57.8	56.35	-0.0366538823285
YJL176C	YJL176C	87	33.6	34.0	5.8	16.5	49.0	59.8	53.44	41.19	-0.375625881606
YJR072C	YJR072C	289	26.8	22.1	7.4	12.8	38.7	52.3	109.51	136.01	0.312650111311
YDR515W	YDR515W	0	NA	NA	NA	NA	NA	NA	27.8	30.09	0.114199223722
YKR039W	YKR039W	11	31.5	36.9	6.6	10.2	51.0	53.7	12.81	8.99	-0.510877454827
YGR238C	YGR238C	0	NA	NA	NA	NA	NA	NA	17.96	4.77	-1.91272617874
YPL087W	YPL087W	228	32.9	28.9	11.8	18.9	43.0	61.4	52.85	38.49	-0.457419800459
YNL015W	YNL015W	271	27.8	23.4	10.4	15.7	38.6	50.2	193.67	415.96	1.10284430708
YCR084C	YCR084C	25	23.9	23.5	6.3	7.5	35.5	37.4	163.49	124.25	-0.395956543008
YLR203C	YLR203C	145	28.7	26.7	8.3	15.3	41.2	55.5	92.67	61.82	-0.584028717491
YDR302W	YDR302W	113	31.5	28.6	9.9	17.0	43.6	56.8	41.61	57.45	0.465376604489
YGL003C	YGL003C	13	30.3	27.2	16.8	19.2	31.4	52.7	23.59	12.53	-0.912789003918
YJL054W	YJL054W	187	29.6	25.3	8.0	15.1	40.0	56.2	89.73	38.22	-1.23126263286
YHR178W	YHR178W	0	NA	NA	NA	NA	NA	NA	16.98	7.92	-1.10026412347
YOR118W	YOR118W	47	28.8	25.4	7.6	12.9	45.6	53.3	30.28	17.46	-0.794311646356
YLR069C	YLR069C	88	26.6	20.0	8.9	12.8	35.0	53.4	47.16	40.83	-0.207934150755
YDR268W	YDR268W	82	33.7	31.3	9.5	16.6	46.8	62.9	27.14	19.25	-0.495562274949
YPL170W	YPL170W	184	27.8	24.3	9.8	16.6	37.6	51.3	39.49	85.63	1.11662895767
YML094W	YML094W	206	32.4	30.9	10.6	16.8	44.4	56.4	108.09	191.62	0.826015090088
YKR006C	YKR006C	205	33.2	31.0	9.9	17.2	47.4	61.3	84.71	98.06	0.211132472127
YDL117W	YDL117W	134	19.5	15.2	5.9	9.6	25.1	41.9	49.23	20.92	-1.23465488799
YDR204W	YDR204W	159	36.2	34.3	13.8	20.8	48.9	59.4	55.25	40.62	-0.44378422487
YBR085C-A	YBR085C-A	596	33.8	32.2	12.9	20.6	45.7	56.8	201.63	341.6	0.760597665331
YJL109C	YJL109C	430	27.5	22.1	8.7	14.2	40.2	53.9	150.15	60.6	-1.30901477608
YMR293C	YMR293C	24	24.2	16.9	4.5	8.5	45.5	51.9	11.1	6.79	-0.709076196993
YER089C	YER089C	1	-4.6	-4.6	NA	NA	NA	NA	148.94	98.56	-0.595657101517
YAL038W	YAL038W	19667	19.0	16.7	5.9	10.0	25.6	35.3	10041.21	15668.64	0.64194683338
YIL105C	YIL105C	7	18.4	15.8	NA	NA	NA	NA	36.85	30.1	-0.291901132335
YNL119W	YNL119W	30	27.5	22.0	9.9	12.5	36.4	56.8	34.12	19.0	-0.8446182281
YOR090C	YOR090C	122	32.4	28.5	11.4	20.2	44.9	54.4	53.02	31.69	-0.742509010485
YOR074C	YOR074C	55	27.7	23.3	9.3	13.5	34.2	48.4	55.39	77.66	0.487546168745
YAL047C	YAL047C	0	NA	NA	NA	NA	NA	NA	15.22	8.85	-0.782218998533
YIL150C	YIL150C	0	NA	NA	NA	NA	NA	NA	17.03	11.61	-0.552710462813
YNR040W	YNR040W	0	NA	NA	NA	NA	NA	NA	30.5	25.99	-0.230852608865
YDR285W	YDR285W	8	41.1	36.1	NA	NA	NA	NA	6.05	1.83	-1.72509149388
YNL064C	YNL064C	1002	25.5	22.7	9.0	14.2	34.3	45.8	661.02	1128.9	0.772151867162
YGR158C	YGR158C	15	24.0	22.9	4.4	6.2	39.1	47.2	57.15	64.65	0.177896871596
YJR152W	YJR152W	0	NA	NA	NA	NA	NA	NA	8.75	0.04	-7.77313920672
YKL077W	YKL077W	217	28.6	25.3	12.4	16.6	37.8	51.7	194.39	227.32	0.225770616175
YFR046C	YFR046C	21	32.3	20.9	6.8	14.3	61.1	64.4	13.23	8.44	-0.648498157571
YBR212W	YBR212W	2	0.5	0.5	NA	NA	NA	NA	44.39	43.91	-0.0156851741986
YJR109C	YJR109C	1	-4.8	-4.8	NA	NA	NA	NA	95.3	98.61	0.0492577430042
YCR044C	YCR044C	121	32.7	33.5	12.1	20.8	44.5	51.7	72.9	46.32	-0.654283561225
YLR254C	YLR254C	41	32.9	30.9	9.8	18.2	46.4	53.8	25.32	20.49	-0.305357420417
YFR014C	YFR014C	1	8.6	8.6	NA	NA	NA	NA	39.53	31.25	-0.339091765383
YBR158W	YBR158W	369	28.1	22.3	7.5	12.0	41.3	58.4	216.48	72.25	-1.5831642517
YPL105C	YPL105C	165	29.4	27.3	8.5	15.5	41.4	52.5	59.45	35.69	-0.736156908584
YOR089C	YOR089C	157	29.2	26.7	9.0	15.2	41.7	54.4	66.12	159.42	1.26967400392
YOL097C	YOL097C	655	27.9	25.1	9.3	15.3	36.2	51.4	229.18	280.97	0.29393494886
YNL122C	YNL122C	0	NA	NA	NA	NA	NA	NA	46.91	104.24	1.15194158307
YMR285C	YMR285C	97	40.1	38.7	12.6	20.3	55.7	72.2	32.53	31.04	-0.067642264854
YJL096W	YJL096W	124	27.8	22.7	7.5	13.4	40.0	51.6	72.22	90.06	0.318488057393
YJR141W	YJR141W	3	18.1	22.1	NA	NA	NA	NA	22.67	6.49	-1.80449400774
YDR407C	YDR407C	130	32.4	29.0	11.8	16.5	44.9	64.4	44.45	12.49	-1.83140994211
YLR354C	YLR354C	1184	27.8	25.9	9.3	16.2	38.4	49.0	911.53	1278.96	0.488609100343
YPR184W	YPR184W	0	NA	NA	NA	NA	NA	NA	14.61	5.54	-1.39899829675
YNR020C	YNR020C	0	NA	NA	NA	NA	NA	NA	19.03	28.29	0.572016615122
YKL029C	YKL029C	341	21.2	18.4	6.2	9.7	30.4	41.0	157.81	171.07	0.116398153187
YMR288W	YMR288W	26	18.9	15.2	7.8	10.6	22.6	35.6	26.8	19.59	-0.452115603078
YBR258C	YBR258C	19	25.3	17.8	3.0	7.2	38.9	55.5	NA	NA	NA
YPL024W	YPL024W	33	32.1	27.3	9.2	12.5	49.7	59.5	33.73	14.06	-1.26243572395
YLR301W	YLR301W	626	21.8	19.0	7.4	12.5	29.3	38.1	361.2	574.45	0.669383433662
YAL007C	YAL007C	416	22.2	20.0	7.1	12.0	27.7	37.8	193.15	194.96	0.013456478604
YIL136W	YIL136W	46	34.9	34.8	12.6	20.8	48.9	56.4	14.27	27.26	0.933800227329
YHR142W	YHR142W	174	31.7	27.3	12.3	16.3	45.0	56.4	50.46	45.69	-0.143261763768
YBR223C	YBR223C	21	44.2	45.8	15.9	24.5	65.6	67.8	13.96	5.67	-1.29987830127
YMR231W	YMR231W	0	NA	NA	NA	NA	NA	NA	36.83	20.4	-0.852312245041
YGL154C	YGL154C	33	42.1	38.7	16.3	27.3	53.4	68.7	17.3	5.09	-1.76503447645
YPL178W	YPL178W	119	30.2	27.7	11.5	16.2	40.3	56.2	140.19	154.29	0.138261116488
YJL154C	YJL154C	218	21.3	17.6	4.9	8.5	31.0	44.1	75.0	38.17	-0.974451409055
YDR091C	YDR091C	368	32.3	29.6	9.0	16.8	45.2	60.6	198.51	185.78	-0.0956164875101
YPR141C	YPR141C	32	26.9	19.4	6.6	11.0	45.8	60.8	19.66	16.29	-0.271276717815
YJL123C	YJL123C	63	25.7	23.1	8.7	14.4	35.0	45.4	91.88	132.64	0.529693150118
YIR005W	YIR005W	1	-9.1	-9.1	NA	NA	NA	NA	NA	NA	NA
YJL203W	YJL203W	28	36.1	32.7	12.1	21.1	47.0	68.3	19.34	30.75	0.668998615637
YAL009W	YAL009W	67	34.9	33.7	10.2	17.3	46.5	62.3	31.05	17.48	-0.828888083607
YJR054W	YJR054W	5	23.8	15.8	NA	NA	NA	NA	30.92	8.61	-1.84445517653
YBR129C	YBR129C	75	32.5	30.3	10.6	16.9	45.1	59.4	40.85	23.03	-0.82682166724
YDL160C	YDL160C	0	NA	NA	NA	NA	NA	NA	217.84	339.22	0.638952344465
YHR119W	YHR119W	0	NA	NA	NA	NA	NA	NA	42.89	14.54	-1.56061404672
YBR176W	YBR176W	68	26.3	22.8	5.1	12.6	38.4	48.4	30.38	34.15	0.168763708675
YFR038W	YFR038W	0	NA	NA	NA	NA	NA	NA	39.82	18.38	-1.11535645443
YDR207C	YDR207C	57	27.1	22.3	9.0	12.0	42.8	50.7	25.59	17.52	-0.546577372438
YDL215C	YDL215C	84	29.2	25.7	5.2	9.5	46.0	56.7	42.75	29.43	-0.53863687772
YIL036W	YIL036W	159	32.8	28.2	10.3	17.1	46.3	64.2	50.6	38.72	-0.386058432307
YKL099C	YKL099C	141	31.4	28.0	10.9	16.6	40.2	63.3	84.18	122.33	0.539228836529
YPL097W	YPL097W	43	19.2	13.0	4.7	6.1	27.5	46.2	23.84	15.02	-0.666499422948
YDR315C	YDR315C	16	32.9	25.0	12.4	14.2	43.0	63.6	12.79	3.99	-1.68055561266
YJL143W	YJL143W	329	27.6	24.1	9.1	14.8	39.0	49.6	89.63	265.5	1.56665825927
YBR161W	YBR161W	58	26.0	23.5	6.0	13.7	36.0	54.0	28.38	22.46	-0.33751666166
YGL238W	YGL238W	87	24.3	19.8	7.4	11.6	36.3	49.7	142.48	75.77	-0.911060768548
YDL239C	YDL239C	0	NA	NA	NA	NA	NA	NA	12.5	0.1	-6.96578428466
YNL104C	YNL104C	1	-5.5	-5.5	NA	NA	NA	NA	293.57	278.04	-0.0784120962693
YPL145C	YPL145C	550	28.5	24.1	6.7	13.8	42.3	56.0	226.78	233.8	0.0439815169841
YIL118W	YIL118W	35	27.2	27.3	-1.1	6.9	46.8	53.7	99.38	140.24	0.496870454209
YNL151C	YNL151C	4	17.6	8.9	NA	NA	NA	NA	77.47	93.46	0.27071129753
YKL191W	YKL191W	291	24.5	21.6	6.9	12.0	34.2	47.0	112.77	56.43	-0.99884906652
YLR220W	YLR220W	0	NA	NA	NA	NA	NA	NA	59.22	68.03	0.200086598594
YIL045W	YIL045W	29	28.1	28.0	9.6	12.4	39.3	53.8	9.61	9.73	0.0179033740074
YGR258C	YGR258C	49	25.2	21.1	6.7	8.8	40.6	51.6	19.69	8.95	-1.13750352375
YLR436C	YLR436C	106	24.2	19.2	7.1	9.3	38.2	47.2	39.98	11.12	-1.84612168402
YOR023C	YOR023C	117	36.1	29.9	11.2	18.2	51.5	68.7	30.75	27.6	-0.155918143448
YMR069W	YMR069W	2	5.3	5.3	NA	NA	NA	NA	NA	NA	NA
YGR106C	YGR106C	739	28.4	26.9	9.4	15.8	39.3	50.2	308.1	397.1	0.366103678485
YMR180C	YMR180C	0	NA	NA	NA	NA	NA	NA	22.89	6.95	-1.71963257994
YKL021C	YKL021C	0	NA	NA	NA	NA	NA	NA	52.61	73.06	0.473744703627
YHR025W	YHR025W	1362	28.6	26.5	10.2	16.3	37.3	49.5	267.07	342.14	0.357368854188
YNL083W	YNL083W	12	31.3	24.6	16.5	23.0	36.9	50.2	17.97	9.08	-0.984826206219
YPR147C	YPR147C	120	30.3	27.4	12.2	18.4	38.5	53.5	64.49	50.38	-0.356224347473
YNL258C	YNL258C	97	29.5	26.5	8.0	14.4	40.1	58.0	43.87	25.02	-0.810152916853
YBL018C	YBL018C	160	27.9	24.8	7.7	12.7	36.2	53.1	91.38	84.5	-0.112927101152
YOR098C	YOR098C	35	25.7	19.1	8.7	12.3	33.7	50.3	74.71	50.34	-0.569596145456
YOL137W	YOL137W	51	30.1	27.9	10.6	17.3	40.5	46.5	25.94	25.85	-0.0050141990494
YLR410W	YLR410W	183	28.5	28.8	8.7	12.6	40.5	51.1	141.81	101.76	-0.478788694795
YDR530C	YDR530C	3	41.3	49.8	NA	NA	NA	NA	25.16	17.73	-0.504939385981
YDR131C	YDR131C	0	NA	NA	NA	NA	NA	NA	12.06	6.75	-0.837270499962
YER111C	YER111C	1	18.9	18.9	NA	NA	NA	NA	41.99	16.24	-1.37049415565
YEL031W	YEL031W	563	26.7	24.0	8.8	14.6	36.4	49.1	300.57	193.74	-0.633579173742
YOL071W	YOL071W	0	NA	NA	NA	NA	NA	NA	26.59	49.3	0.890703869408
YER147C	YER147C	52	28.4	23.5	7.2	11.1	44.4	56.8	17.85	9.96	-0.841706426848
YDL063C	YDL063C	146	23.0	20.3	6.8	12.7	30.4	44.9	68.57	41.86	-0.71200521061
YER144C	YER144C	45	26.5	23.1	5.7	13.2	38.5	50.5	26.37	8.93	-1.56216549074
YOL039W	YOL039W	7294	18.8	15.2	4.7	8.1	26.5	38.8	3659.53	5193.05	0.50492374363
YOR385W	YOR385W	18	46.2	39.7	19.9	26.9	58.3	73.2	15.34	16.1	0.069762205499
YGR185C	YGR185C	1109	25.6	22.5	7.7	13.9	34.4	48.0	448.07	501.72	0.163158313442
YJL189W	YJL189W	9750	24.8	21.7	8.6	14.5	32.5	44.8	9937.27	20587.71	1.05086189656
YMR238W	YMR238W	213	25.9	22.9	8.9	13.1	33.8	50.1	67.3	64.59	-0.0592956846093
YER168C	YER168C	0	NA	NA	NA	NA	NA	NA	52.29	43.16	-0.276840205359
YPL265W	YPL265W	192	23.7	19.9	5.4	10.0	34.4	44.9	178.34	175.72	-0.0213519177661
YIL083C	YIL083C	0	NA	NA	NA	NA	NA	NA	51.67	49.49	-0.0621898415579
YOR081C	YOR081C	81	26.0	20.9	6.0	12.5	36.3	50.5	27.95	15.57	-0.844079338652
YEL026W	YEL026W	2368	27.9	25.9	9.4	16.3	36.9	49.6	697.07	1019.43	0.548387270519
YLL050C	YLL050C	2701	21.6	18.7	7.5	12.2	28.0	38.7	1405.91	2367.77	0.752024704977
YDR392W	YDR392W	72	37.0	38.0	10.9	21.6	50.5	63.4	26.47	32.99	0.31767058307
YBR290W	YBR290W	69	33.0	29.3	10.5	15.4	44.1	57.8	38.23	48.7	0.349216572135
YLR180W	YLR180W	2	6.1	6.1	NA	NA	NA	NA	622.18	934.25	0.586476638476
YNL274C	YNL274C	60	31.1	27.4	9.5	15.8	39.1	58.3	26.52	34.2	0.366915549661
YGL227W	YGL227W	27	33.7	26.8	13.4	15.5	50.9	58.4	25.25	14.34	-0.816238363825
YML113W	YML113W	147	34.2	28.4	11.3	15.6	51.4	64.9	38.36	42.88	0.16070218544
YDR021W	YDR021W	1	-3.7	-3.7	NA	NA	NA	NA	22.07	22.75	0.0437799156938
YGL063W	YGL063W	0	NA	NA	NA	NA	NA	NA	11.75	3.06	-1.94105719876
YPL212C	YPL212C	105	39.3	40.2	11.3	23.6	51.5	63.8	85.8	81.72	-0.0702884436537
YMR005W	YMR005W	163	28.1	26.6	9.5	14.6	38.0	50.2	48.48	47.7	-0.0234004325801
YNL020C	YNL020C	36	30.0	22.5	6.6	12.3	40.4	53.5	17.16	10.36	-0.728025549813
YMR205C	YMR205C	446	22.9	20.4	0.4	8.1	36.0	47.0	932.99	994.59	0.092240307764
YNR061C	YNR061C	183	28.2	27.1	7.8	15.0	40.0	52.1	99.9	99.41	-0.0070936931843
YGL173C	YGL173C	8	6.7	0.6	NA	NA	NA	NA	287.81	193.23	-0.574797621845
YGR081C	YGR081C	56	32.8	26.6	10.2	13.6	48.9	71.0	62.16	85.53	0.460444036251
YLR330W	YLR330W	349	28.0	26.0	9.0	14.7	39.1	52.4	114.46	86.99	-0.395922042473
YMR188C	YMR188C	57	30.1	24.4	9.0	14.0	44.3	53.5	48.65	72.27	0.570957089291
YPR095C	YPR095C	0	NA	NA	NA	NA	NA	NA	23.66	6.18	-1.93677133044
YOR310C	YOR310C	9	17.6	16.1	NA	NA	NA	NA	425.44	583.15	0.454911344208
YFR051C	YFR051C	514	26.8	24.1	7.4	13.8	36.9	50.0	156.28	148.51	-0.0735730816979
YIL063C	YIL063C	108	22.2	19.7	7.1	11.6	28.4	44.0	90.39	112.49	0.315561677417
YDR188W	YDR188W	502	20.7	15.6	5.4	8.8	30.4	43.1	295.42	316.8	0.100804835232
YAL027W	YAL027W	47	31.3	27.5	7.0	10.1	48.6	63.1	16.41	13.3	-0.303148993125
YGL236C	YGL236C	26	34.8	33.5	11.9	15.1	50.7	64.2	23.13	8.75	-1.40241034392
YOL057W	YOL057W	140	28.0	26.0	8.8	15.9	37.0	49.0	78.34	67.26	-0.220000349424
YAR018C	YAR018C	0	NA	NA	NA	NA	NA	NA	30.96	15.47	-1.0009322747
YHR133C	YHR133C	301	28.5	25.1	9.5	16.1	39.5	51.0	149.85	131.49	-0.188565999155
YDR017C	YDR017C	85	25.1	20.1	8.0	13.9	36.0	50.9	51.22	25.22	-1.02213897727
YOL080C	YOL080C	0	NA	NA	NA	NA	NA	NA	42.21	40.9	-0.0454839861286
